comparison	gene_id	symbol	mean_log2_reference	mean_log2_truseq	deviation_log2	direction	histone_replication_dependent	mrna_length_nt
TruSeq vs BRB-seq	ENSG00000164109	MAD2L1	5.702	7.978	2.446	over-represented in TruSeq	0	1806
TruSeq vs BRB-seq	ENSG00000164134	NAA15	4.58	6.894	2.483	over-represented in TruSeq	0	3534
TruSeq vs BRB-seq	ENSG00000164144	ARFIP1	3.202	5.285	2.253	over-represented in TruSeq	0	2345
TruSeq vs BRB-seq	ENSG00000164163	ABCE1	5.142	7.845	2.872	over-represented in TruSeq	0	1664
TruSeq vs BRB-seq	ENSG00000164172	MOCS2	5.083	6.988	2.075	over-represented in TruSeq	0	1186
TruSeq vs BRB-seq	ENSG00000164211	STARD4	2.287	4.256	2.139	over-represented in TruSeq	0	2308
TruSeq vs BRB-seq	ENSG00000164219	PGGT1B	2.708	5.16	2.622	over-represented in TruSeq	0	1013
TruSeq vs BRB-seq	ENSG00000164329	TENT2	3.154	5.114	2.13	over-represented in TruSeq	0	2148
TruSeq vs BRB-seq	ENSG00000164338	UTP15	3.572	5.638	2.236	over-represented in TruSeq	0	2137
TruSeq vs BRB-seq	ENSG00000164548	TRA2A	5.467	7.407	2.109	over-represented in TruSeq	0	1230
TruSeq vs BRB-seq	ENSG00000164815	ORC5	3.233	5.936	2.873	over-represented in TruSeq	0	1910
TruSeq vs BRB-seq	ENSG00000164916	FOXK1	6.55	3.775	-2.606	under-represented in TruSeq	0	10839
TruSeq vs BRB-seq	ENSG00000164934	DCAF13	3.792	6.883	3.261	over-represented in TruSeq	0	1833
TruSeq vs BRB-seq	ENSG00000164941	INTS8	3.149	6.523	3.543	over-represented in TruSeq	0	1724
TruSeq vs BRB-seq	ENSG00000165487	MICU2	3.988	6.066	2.248	over-represented in TruSeq	0	1421
TruSeq vs BRB-seq	ENSG00000165490	DDIAS	2.32	4.812	2.661	over-represented in TruSeq	0	2771
TruSeq vs BRB-seq	ENSG00000165630	PRPF18	3.264	5.333	2.239	over-represented in TruSeq	0	1195
TruSeq vs BRB-seq	ENSG00000165698	SPACA9	5.147	2.099	-2.878	under-represented in TruSeq	0	1342
TruSeq vs BRB-seq	ENSG00000165832	TRUB1	3.382	5.495	2.283	over-represented in TruSeq	0	3054
TruSeq vs BRB-seq	ENSG00000166181	API5	4.969	7.516	2.717	over-represented in TruSeq	0	2843
TruSeq vs BRB-seq	ENSG00000166200	COPS2	2.638	6.838	4.37	over-represented in TruSeq	0	2129
TruSeq vs BRB-seq	ENSG00000166479	TMX3	2.458	4.725	2.436	over-represented in TruSeq	0	842
TruSeq vs BRB-seq	ENSG00000166507	NDST2	2.961	4.857	2.065	over-represented in TruSeq	0	2516
TruSeq vs BRB-seq	ENSG00000166598	HSP90B1	7.057	9.084	2.197	over-represented in TruSeq	0	2751
TruSeq vs BRB-seq	ENSG00000166669	ATF7IP2	2.457	4.506	2.218	over-represented in TruSeq	0	753
TruSeq vs BRB-seq	ENSG00000166710	B2M	6.537	8.716	2.349	over-represented in TruSeq	0	931
TruSeq vs BRB-seq	ENSG00000166823	MESP1	6.175	3.627	-2.378	under-represented in TruSeq	0	493
TruSeq vs BRB-seq	ENSG00000166963	MAP1A	5.227	2.597	-2.46	under-represented in TruSeq	0	10307
TruSeq vs BRB-seq	ENSG00000166997	CNPY4	2.474	4.661	2.357	over-represented in TruSeq	0	1268
TruSeq vs BRB-seq	ENSG00000167004	PDIA3	5.641	8.636	3.165	over-represented in TruSeq	0	1691
TruSeq vs BRB-seq	ENSG00000167005	NUDT21	5.141	7.292	2.321	over-represented in TruSeq	0	831
TruSeq vs BRB-seq	ENSG00000167325	RRM1	5.779	7.742	2.132	over-represented in TruSeq	0	2760
TruSeq vs BRB-seq	ENSG00000167378	IRGQ	5.383	2.99	-2.224	under-represented in TruSeq	0	8219
TruSeq vs BRB-seq	ENSG00000167447	SMG8	2.373	5.404	3.201	over-represented in TruSeq	0	3019
TruSeq vs BRB-seq	ENSG00000167548	KMT2D	3.758	6.226	2.638	over-represented in TruSeq	0	3206
TruSeq vs BRB-seq	ENSG00000167635	ZNF146	4.305	7.187	3.051	over-represented in TruSeq	0	2654
TruSeq vs BRB-seq	ENSG00000167733	HSD11B1L	5.441	2.315	-2.956	under-represented in TruSeq	0	1334
TruSeq vs BRB-seq	ENSG00000167904	TMEM68	2.582	4.514	2.101	over-represented in TruSeq	0	1280
TruSeq vs BRB-seq	ENSG00000168036	CTNNB1	6.59	8.515	2.095	over-represented in TruSeq	0	3090
TruSeq vs BRB-seq	ENSG00000168078	PBK	3.228	5.758	2.699	over-represented in TruSeq	0	1797
TruSeq vs BRB-seq	ENSG00000168209	DDIT4	9.195	6.298	-2.727	under-represented in TruSeq	0	1755
TruSeq vs BRB-seq	ENSG00000168243	GNG4	6.846	4.635	-2.042	under-represented in TruSeq	0	1861
TruSeq vs BRB-seq	ENSG00000168303	MPLKIP	7.72	3.413	-4.138	under-represented in TruSeq	0	7627
TruSeq vs BRB-seq	ENSG00000168615	ADAM9	3.491	5.596	2.275	over-represented in TruSeq	0	4038
TruSeq vs BRB-seq	ENSG00000168795	ZBTB5	5.094	2.544	-2.38	under-represented in TruSeq	0	4690
TruSeq vs BRB-seq	ENSG00000168802	CHTF8	2.3	5.834	3.703	over-represented in TruSeq	0	888
TruSeq vs BRB-seq	ENSG00000168827	GFM1	4.022	6.581	2.729	over-represented in TruSeq	0	3097
TruSeq vs BRB-seq	ENSG00000168913	ENHO	5.98	3.767	-2.043	under-represented in TruSeq	0	1028
TruSeq vs BRB-seq	ENSG00000169021	UQCRFS1	8.495	5.04	-3.285	under-represented in TruSeq	0	3086
TruSeq vs BRB-seq	ENSG00000169045	HNRNPH1	8.162	10.012	2.019	over-represented in TruSeq	0	924
TruSeq vs BRB-seq	ENSG00000169139	UBE2V2	5.169	7.692	2.692	over-represented in TruSeq	0	1427
TruSeq vs BRB-seq	ENSG00000169155	ZBTB43	5.004	2.81	-2.025	under-represented in TruSeq	0	5915
TruSeq vs BRB-seq	ENSG00000169251	NMD3	3.106	6.327	3.39	over-represented in TruSeq	0	2541
TruSeq vs BRB-seq	ENSG00000169446	MMGT1	4.39	6.27	2.05	over-represented in TruSeq	0	2791
TruSeq vs BRB-seq	ENSG00000169504	CLIC4	3.538	6.276	2.907	over-represented in TruSeq	0	4099
TruSeq vs BRB-seq	ENSG00000169515	CCDC8	5.996	3.596	-2.231	under-represented in TruSeq	0	3236
TruSeq vs BRB-seq	ENSG00000169635	HIC2	7.059	4.385	-2.505	under-represented in TruSeq	0	6819
TruSeq vs BRB-seq	ENSG00000169679	BUB1	4.705	6.583	2.048	over-represented in TruSeq	0	2405
TruSeq vs BRB-seq	ENSG00000169684	CHRNA5	4.07	6.161	2.26	over-represented in TruSeq	0	1585
TruSeq vs BRB-seq	ENSG00000169764	UGP2	3.719	5.59	2.04	over-represented in TruSeq	0	1910
TruSeq vs BRB-seq	ENSG00000169895	SYAP1	7.941	5.748	-2.023	under-represented in TruSeq	0	4743
TruSeq vs BRB-seq	ENSG00000169905	TOR1AIP2	7.224	4.426	-2.628	under-represented in TruSeq	0	6957
TruSeq vs BRB-seq	ENSG00000169925	BRD3	7.025	4.715	-2.14	under-represented in TruSeq	0	4892
TruSeq vs BRB-seq	ENSG00000170017	ALCAM	3.345	5.214	2.039	over-represented in TruSeq	0	3806
TruSeq vs BRB-seq	ENSG00000170144	HNRNPA3	8.283	10.127	2.014	over-represented in TruSeq	0	2311
TruSeq vs BRB-seq	ENSG00000170312	CDK1	4.521	7.365	3.014	over-represented in TruSeq	0	1683
TruSeq vs BRB-seq	ENSG00000170540	ARL6IP1	4.618	7.937	3.489	over-represented in TruSeq	0	1558
TruSeq vs BRB-seq	ENSG00000170689	HOXB9	8.228	5.652	-2.407	under-represented in TruSeq	0	2586
TruSeq vs BRB-seq	ENSG00000170776	AKAP13	5.88	3.447	-2.264	under-represented in TruSeq	0	8755
TruSeq vs BRB-seq	ENSG00000171004	HS6ST2	2.559	5.531	3.142	over-represented in TruSeq	0	3835
TruSeq vs BRB-seq	ENSG00000171204	TMEM126B	5.338	7.255	2.086	over-represented in TruSeq	0	974
TruSeq vs BRB-seq	ENSG00000171223	JUNB	5.467	2.771	-2.526	under-represented in TruSeq	0	1830
TruSeq vs BRB-seq	ENSG00000171566	PLRG1	4.33	7.085	2.925	over-represented in TruSeq	0	1321
TruSeq vs BRB-seq	ENSG00000171928	TVP23B	2.73	4.765	2.204	over-represented in TruSeq	0	1442
TruSeq vs BRB-seq	ENSG00000172171	TEFM	3.229	5.153	2.093	over-represented in TruSeq	0	976
TruSeq vs BRB-seq	ENSG00000172216	CEBPB	6.872	4.313	-2.389	under-represented in TruSeq	0	1842
TruSeq vs BRB-seq	ENSG00000172432	GTPBP2	3.693	5.594	2.07	over-represented in TruSeq	0	1916
TruSeq vs BRB-seq	ENSG00000172845	SP3	3.539	5.465	2.096	over-represented in TruSeq	0	4553
TruSeq vs BRB-seq	ENSG00000173418	NAA20	5.416	7.472	2.226	over-represented in TruSeq	0	1022
TruSeq vs BRB-seq	ENSG00000173705	SUSD5	2.357	4.209	2.022	over-represented in TruSeq	0	4040
TruSeq vs BRB-seq	ENSG00000173821	RNF213	5.56	3.323	-2.068	under-represented in TruSeq	0	8096
TruSeq vs BRB-seq	ENSG00000173915	ATP5MK	7.838	9.874	2.205	over-represented in TruSeq	0	387
TruSeq vs BRB-seq	ENSG00000174106	LEMD3	2.941	4.994	2.223	over-represented in TruSeq	0	4165
TruSeq vs BRB-seq	ENSG00000174165	ZDHHC24	5.718	3.494	-2.055	under-represented in TruSeq	0	4442
TruSeq vs BRB-seq	ENSG00000174749	FAM241A	5.315	3.019	-2.127	under-represented in TruSeq	0	8844
TruSeq vs BRB-seq	ENSG00000174842	GLMN	3.1	5.609	2.679	over-represented in TruSeq	0	1486
TruSeq vs BRB-seq	ENSG00000175054	ATR	2.133	4.122	2.158	over-represented in TruSeq	0	5329
TruSeq vs BRB-seq	ENSG00000175130	MARCKSL1	10.155	7.518	-2.467	under-represented in TruSeq	0	1546
TruSeq vs BRB-seq	ENSG00000175197	DDIT3	6.132	3.691	-2.272	under-represented in TruSeq	0	913
TruSeq vs BRB-seq	ENSG00000175387	SMAD2	3.091	5.353	2.432	over-represented in TruSeq	0	2323
TruSeq vs BRB-seq	ENSG00000175482	POLD4	5.501	2.914	-2.418	under-represented in TruSeq	0	1410
TruSeq vs BRB-seq	ENSG00000175868	CALCB	7.427	4.451	-2.806	under-represented in TruSeq	0	1054
TruSeq vs BRB-seq	ENSG00000176170	SPHK1	5.094	2.487	-2.437	under-represented in TruSeq	0	1733
TruSeq vs BRB-seq	ENSG00000176208	ATAD5	5.826	3.376	-2.28	under-represented in TruSeq	0	6269
TruSeq vs BRB-seq	ENSG00000176485	PLAAT3	6.252	3.641	-2.442	under-represented in TruSeq	0	950
TruSeq vs BRB-seq	ENSG00000176731	RBIS	3.93	7.849	4.089	over-represented in TruSeq	0	570
TruSeq vs BRB-seq	ENSG00000176845	METRNL	5.662	3.1	-2.392	under-represented in TruSeq	0	1265
TruSeq vs BRB-seq	ENSG00000176853	FAM91A1	3.054	5.285	2.4	over-represented in TruSeq	0	4027
TruSeq vs BRB-seq	ENSG00000177469	CAVIN1	5.034	2.652	-2.212	under-represented in TruSeq	0	3570
TruSeq vs BRB-seq	ENSG00000177485	ZBTB33	3.621	5.515	2.064	over-represented in TruSeq	0	5220
TruSeq vs BRB-seq	ENSG00000177707	NECTIN3	2.221	4.865	2.814	over-represented in TruSeq	0	2793
TruSeq vs BRB-seq	ENSG00000177733	HNRNPA0	8.367	4.544	-3.654	under-represented in TruSeq	0	8713
TruSeq vs BRB-seq	ENSG00000178502	KLHL11	4.966	2.226	-2.57	under-represented in TruSeq	0	7402
TruSeq vs BRB-seq	ENSG00000178821	TMEM52	4.528	1.941	-2.418	under-represented in TruSeq	0	1106
TruSeq vs BRB-seq	ENSG00000179271	GADD45GIP1	9.258	6.142	-2.946	under-represented in TruSeq	0	1769
TruSeq vs BRB-seq	ENSG00000179886	TIGD5	6.027	3.099	-2.758	under-represented in TruSeq	0	5394
TruSeq vs BRB-seq	ENSG00000180667	YOD1	2.214	4.256	2.211	over-represented in TruSeq	0	6291
TruSeq vs BRB-seq	ENSG00000180730	SHISA2	5.4	3.089	-2.141	under-represented in TruSeq	0	3845
TruSeq vs BRB-seq	ENSG00000181061	HIGD1A	5.514	8.562	3.217	over-represented in TruSeq	0	1151
TruSeq vs BRB-seq	ENSG00000181163	NPM1	9.558	12.605	3.217	over-represented in TruSeq	0	1254
TruSeq vs BRB-seq	ENSG00000181350	LRRC75A	6.895	3.981	-2.745	under-represented in TruSeq	0	2937
TruSeq vs BRB-seq	ENSG00000181649	PHLDA2	5.314	2.879	-2.265	under-represented in TruSeq	0	684
TruSeq vs BRB-seq	ENSG00000182134	TDRKH	2.316	4.442	2.296	over-represented in TruSeq	0	2570
TruSeq vs BRB-seq	ENSG00000182220	ATP6AP2	2.66	6.927	4.437	over-represented in TruSeq	0	1800
TruSeq vs BRB-seq	ENSG00000182481	KPNA2	7.012	9.013	2.17	over-represented in TruSeq	0	1989
TruSeq vs BRB-seq	ENSG00000182985	CADM1	3.569	5.706	2.307	over-represented in TruSeq	0	2378
TruSeq vs BRB-seq	ENSG00000183155	RABIF	6.019	2.862	-2.988	under-represented in TruSeq	0	3119
TruSeq vs BRB-seq	ENSG00000183291	SELENOF	6.748	8.748	2.169	over-represented in TruSeq	0	1098
TruSeq vs BRB-seq	ENSG00000183336	BOLA2	2.719	8.838	6.289	over-represented in TruSeq	0	398
TruSeq vs BRB-seq	ENSG00000183474	GTF2H2C	3.516	5.727	2.381	over-represented in TruSeq	0	1735
TruSeq vs BRB-seq	ENSG00000183628	DGCR6	5.723	2.521	-3.033	under-represented in TruSeq	0	1164
TruSeq vs BRB-seq	ENSG00000183688	RFLNB	7.314	4.923	-2.222	under-represented in TruSeq	0	3621
TruSeq vs BRB-seq	ENSG00000183735	TBK1	3.036	4.896	2.03	over-represented in TruSeq	0	2756
TruSeq vs BRB-seq	ENSG00000183889	NPIPA6	3.388	6.781	3.563	over-represented in TruSeq	0	1139
TruSeq vs BRB-seq	ENSG00000184207	PGP	8.232	5.354	-2.709	under-represented in TruSeq	0	934
TruSeq vs BRB-seq	ENSG00000184260	H2AC20	6.316	0.954	-5.193	under-represented in TruSeq	1	494
TruSeq vs BRB-seq	ENSG00000184986	TMEM121	5.218	2.734	-2.315	under-represented in TruSeq	0	1128
TruSeq vs BRB-seq	ENSG00000185187	SIGIRR	7.22	4.867	-2.184	under-represented in TruSeq	0	1335
TruSeq vs BRB-seq	ENSG00000185201	IFITM2	6.48	3.779	-2.532	under-represented in TruSeq	0	734
TruSeq vs BRB-seq	ENSG00000185246	PRPF39	3.171	5.397	2.395	over-represented in TruSeq	0	2486
TruSeq vs BRB-seq	ENSG00000185480	PARPBP	3.222	5.125	2.072	over-represented in TruSeq	0	2082
TruSeq vs BRB-seq	ENSG00000185728	YTHDF3	3.002	5.518	2.685	over-represented in TruSeq	0	4088
TruSeq vs BRB-seq	ENSG00000185787	MORF4L1	7.801	10.018	2.387	over-represented in TruSeq	0	981
TruSeq vs BRB-seq	ENSG00000185798	WDR53	2.569	4.667	2.268	over-represented in TruSeq	0	868
TruSeq vs BRB-seq	ENSG00000185946	RNPC3	2.971	4.804	2.002	over-represented in TruSeq	0	1957
TruSeq vs BRB-seq	ENSG00000186132	C2orf76	2.623	5.137	2.683	over-represented in TruSeq	0	700
TruSeq vs BRB-seq	ENSG00000186193	SAPCD2	6.023	3.821	-2.032	under-represented in TruSeq	0	3814
TruSeq vs BRB-seq	ENSG00000186298	PPP1CC	6.669	8.548	2.049	over-represented in TruSeq	0	2028
TruSeq vs BRB-seq	ENSG00000186395	KRT10	8.398	4.642	-3.586	under-represented in TruSeq	0	2159
TruSeq vs BRB-seq	ENSG00000186522	SEPTIN10	3.647	5.539	2.062	over-represented in TruSeq	0	2101
TruSeq vs BRB-seq	ENSG00000186575	NF2	7.107	4.766	-2.172	under-represented in TruSeq	0	4106
TruSeq vs BRB-seq	ENSG00000186908	ZDHHC17	2.279	4.568	2.459	over-represented in TruSeq	0	2891
TruSeq vs BRB-seq	ENSG00000187231	SESTD1	2.762	4.621	2.029	over-represented in TruSeq	0	1098
TruSeq vs BRB-seq	ENSG00000187243	MAGED4B	5.915	3.729	-2.016	under-represented in TruSeq	0	1131
TruSeq vs BRB-seq	ENSG00000187266	EPOR	4.333	2.047	-2.116	under-represented in TruSeq	0	2222
TruSeq vs BRB-seq	ENSG00000187608	ISG15	5.581	2.181	-3.23	under-represented in TruSeq	0	701
TruSeq vs BRB-seq	ENSG00000187634	SAMD11	7.863	5.221	-2.472	under-represented in TruSeq	0	1953
TruSeq vs BRB-seq	ENSG00000187713	TMEM203	6.842	4.282	-2.391	under-represented in TruSeq	0	1567
TruSeq vs BRB-seq	ENSG00000187837	H1-2	8.654	4.384	-4.1	under-represented in TruSeq	1	820
TruSeq vs BRB-seq	ENSG00000187838	PLSCR3	5.25	3.013	-2.068	under-represented in TruSeq	0	
TruSeq vs BRB-seq	ENSG00000188290	HES4	9.024	6.033	-2.821	under-represented in TruSeq	0	962
TruSeq vs BRB-seq	ENSG00000188322	SBK1	5.295	2.508	-2.617	under-represented in TruSeq	0	4985
TruSeq vs BRB-seq	ENSG00000189227	C15orf61	7.444	2.899	-4.375	under-represented in TruSeq	0	1498
TruSeq vs BRB-seq	ENSG00000189376	C8orf76	4.088	5.971	2.053	over-represented in TruSeq	0	874
TruSeq vs BRB-seq	ENSG00000196233	LCOR	6.029	3.851	-2.009	under-represented in TruSeq	0	10210
TruSeq vs BRB-seq	ENSG00000196352	CD55	3.331	5.489	2.328	over-represented in TruSeq	0	1717
TruSeq vs BRB-seq	ENSG00000196544	BORCS6	4.918	2.674	-2.075	under-represented in TruSeq	0	1836
TruSeq vs BRB-seq	ENSG00000196591	HDAC2	6.24	9.015	2.944	over-represented in TruSeq	0	1557
TruSeq vs BRB-seq	ENSG00000196678	ERI2	3.399	5.585	2.355	over-represented in TruSeq	0	2020
TruSeq vs BRB-seq	ENSG00000196950	SLC39A10	3.175	5.061	2.056	over-represented in TruSeq	0	4549
TruSeq vs BRB-seq	ENSG00000197045	GMFB	3.178	5.944	2.935	over-represented in TruSeq	0	3623
TruSeq vs BRB-seq	ENSG00000197061	H4C3	10.407	1.481	-8.756	under-represented in TruSeq	1	405
TruSeq vs BRB-seq	ENSG00000197063	MAFG	6.76	4.408	-2.183	under-represented in TruSeq	0	1751
TruSeq vs BRB-seq	ENSG00000197223	C1D	4.165	6.163	2.167	over-represented in TruSeq	0	1206
TruSeq vs BRB-seq	ENSG00000197576	HOXA4	4.39	2.132	-2.088	under-represented in TruSeq	0	1656
TruSeq vs BRB-seq	ENSG00000197601	FAR1	4.284	6.28	2.166	over-represented in TruSeq	0	4001
TruSeq vs BRB-seq	ENSG00000197713	RPE	4.483	6.38	2.067	over-represented in TruSeq	0	1849
TruSeq vs BRB-seq	ENSG00000198056	PRIM1	4.191	6.44	2.418	over-represented in TruSeq	0	1314
TruSeq vs BRB-seq	ENSG00000198130	HIBCH	2.995	5.359	2.534	over-represented in TruSeq	0	1171
TruSeq vs BRB-seq	ENSG00000198157	HMGN5	4.739	7.025	2.455	over-represented in TruSeq	0	981
TruSeq vs BRB-seq	ENSG00000198189	HSD17B11	2.914	5.138	2.393	over-represented in TruSeq	0	1584
TruSeq vs BRB-seq	ENSG00000198408	OGA	4.136	6.253	2.287	over-represented in TruSeq	0	2833
TruSeq vs BRB-seq	ENSG00000198554	WDHD1	2.623	4.803	2.35	over-represented in TruSeq	0	4193
TruSeq vs BRB-seq	ENSG00000198625	MDM4	5.743	3.155	-2.418	under-represented in TruSeq	0	5574
TruSeq vs BRB-seq	ENSG00000198689	SLC9A6	2.15	4.24	2.26	over-represented in TruSeq	0	4311
TruSeq vs BRB-seq	ENSG00000198740	ZNF652	5.99	2.86	-2.96	under-represented in TruSeq	0	9158
TruSeq vs BRB-seq	ENSG00000198836	OPA1	3.792	5.78	2.157	over-represented in TruSeq	0	3416
TruSeq vs BRB-seq	ENSG00000198898	CAPZA2	4.635	7.045	2.579	over-represented in TruSeq	0	1368
TruSeq vs BRB-seq	ENSG00000198924	DCLRE1A	2.42	4.573	2.323	over-represented in TruSeq	0	4352
TruSeq vs BRB-seq	ENSG00000198954	KIFBP	3.738	5.858	2.289	over-represented in TruSeq	0	2385
TruSeq vs BRB-seq	ENSG00000203852	H3C15	4.086	1.878	-2.039	under-represented in TruSeq	1	518
TruSeq vs BRB-seq	ENSG00000203880	PCMTD2	2.99	5.726	2.906	over-represented in TruSeq	0	2438
TruSeq vs BRB-seq	ENSG00000204103	MAFB	5.798	3.487	-2.141	under-represented in TruSeq	0	3389
TruSeq vs BRB-seq	ENSG00000204334	ERICH2	4.868	1.701	-2.997	under-represented in TruSeq	0	1050
TruSeq vs BRB-seq	ENSG00000204922	UQCC3	7.748	4.402	-3.176	under-represented in TruSeq	0	1938
TruSeq vs BRB-seq	ENSG00000204977	TRIM13	2.847	4.716	2.039	over-represented in TruSeq	0	1962
TruSeq vs BRB-seq	ENSG00000205302	SNX2	4.785	7.624	3.009	over-represented in TruSeq	0	1245
TruSeq vs BRB-seq	ENSG00000205323	SARNP	5.757	7.916	2.328	over-represented in TruSeq	0	812
TruSeq vs BRB-seq	ENSG00000205571	SMN2	2.522	7.45	5.098	over-represented in TruSeq	0	662
TruSeq vs BRB-seq	ENSG00000205609	EIF3CL	9.167	4.126	-4.872	under-represented in TruSeq	0	2913
TruSeq vs BRB-seq	ENSG00000206527	HACD2	2.866	5.321	2.625	over-represented in TruSeq	0	4004
TruSeq vs BRB-seq	ENSG00000211455	STK38L	2.663	5.252	2.759	over-represented in TruSeq	0	2954
TruSeq vs BRB-seq	ENSG00000211456	SACM1L	3.074	5.843	2.938	over-represented in TruSeq	0	3322
TruSeq vs BRB-seq	ENSG00000212747	RTL8B	6.318	3.749	-2.399	under-represented in TruSeq	0	2030
TruSeq vs BRB-seq	ENSG00000213015	ZNF580	8.222	5.878	-2.175	under-represented in TruSeq	0	1234
TruSeq vs BRB-seq	ENSG00000213221	DNLZ	5.626	2.723	-2.733	under-represented in TruSeq	0	3095
TruSeq vs BRB-seq	ENSG00000213782	DDX47	4.841	7.024	2.352	over-represented in TruSeq	0	1759
TruSeq vs BRB-seq	ENSG00000214194	SMIM30	4.888	7.481	2.763	over-represented in TruSeq	0	1007
TruSeq vs BRB-seq	ENSG00000214736	TOMM6	8.038	9.95	2.081	over-represented in TruSeq	0	580
TruSeq vs BRB-seq	ENSG00000214753	HNRNPUL2	7.287	4.852	-2.265	under-represented in TruSeq	0	2768
TruSeq vs BRB-seq	ENSG00000214967	NPIPA7	5.716	2.742	-2.805	under-represented in TruSeq	0	567
TruSeq vs BRB-seq	ENSG00000219200	RNASEK	7.023	9.182	2.329	over-represented in TruSeq	0	619
TruSeq vs BRB-seq	ENSG00000221823	PPP3R1	3.349	6.273	3.094	over-represented in TruSeq	0	889
TruSeq vs BRB-seq	ENSG00000221916	C19orf73	3.525	1.209	-2.146	under-represented in TruSeq	0	742
TruSeq vs BRB-seq	ENSG00000223496	EXOSC6	6.758	3.302	-3.287	under-represented in TruSeq	0	5163
TruSeq vs BRB-seq	ENSG00000228594	FNDC10	6.202	2.702	-3.33	under-represented in TruSeq	0	2124
TruSeq vs BRB-seq	ENSG00000229809	ZNF688	5.379	3.037	-2.172	under-represented in TruSeq	0	899
TruSeq vs BRB-seq	ENSG00000229833	PET100	5.313	7.2	2.057	over-represented in TruSeq	0	558
TruSeq vs BRB-seq	ENSG00000233276	GPX1	7.038	8.973	2.104	over-represented in TruSeq	0	822
TruSeq vs BRB-seq	ENSG00000235453	SMIM27	4.919	2.531	-2.219	under-represented in TruSeq	0	385
TruSeq vs BRB-seq	ENSG00000239704	CDRT4	3.727	1.439	-2.119	under-represented in TruSeq	0	559
TruSeq vs BRB-seq	ENSG00000240230	COX19	5.13	2.669	-2.292	under-represented in TruSeq	0	1859
TruSeq vs BRB-seq	ENSG00000240344	PPIL3	3.728	5.961	2.403	over-represented in TruSeq	0	753
TruSeq vs BRB-seq	ENSG00000242259	C22orf39	7.63	5.296	-2.165	under-represented in TruSeq	0	1022
TruSeq vs BRB-seq	ENSG00000243317	STMP1	8.008	5.776	-2.062	under-represented in TruSeq	0	2385
TruSeq vs BRB-seq	ENSG00000243749	TMEM35B	4.367	1.984	-2.214	under-represented in TruSeq	0	1071
TruSeq vs BRB-seq	ENSG00000250722	SELENOP	2.638	4.558	2.09	over-represented in TruSeq	0	1412
TruSeq vs BRB-seq	ENSG00000251493	FOXD1	6.855	4.501	-2.185	under-represented in TruSeq	0	1171
TruSeq vs BRB-seq	ENSG00000253626	EIF5AL1	8.146	2.215	-5.762	under-represented in TruSeq	0	3908
TruSeq vs BRB-seq	ENSG00000254470	AP5B1	5.22	2.916	-2.134	under-represented in TruSeq	0	6980
TruSeq vs BRB-seq	ENSG00000256525	POLG2	3.131	5.155	2.194	over-represented in TruSeq	0	977
TruSeq vs BRB-seq	ENSG00000256537	SMIM10L1	6.198	3.912	-2.116	under-represented in TruSeq	0	4823
TruSeq vs BRB-seq	ENSG00000258429	PDF	6.776	3.564	-3.042	under-represented in TruSeq	0	2859
TruSeq vs BRB-seq	ENSG00000258643	BCL2L2-PABPN1	7.85	4.444	-3.236	under-represented in TruSeq	0	2040
TruSeq vs BRB-seq	ENSG00000258674		6.44	2.121	-4.149	under-represented in TruSeq	0	1086
TruSeq vs BRB-seq	ENSG00000259112	NDUFC2-KCTD14	7.334	2.797	-4.367	under-represented in TruSeq	0	655
TruSeq vs BRB-seq	ENSG00000259332	ST20-MTHFS	3.09	5.196	2.276	over-represented in TruSeq	0	685
TruSeq vs BRB-seq	ENSG00000260007		7.079	2.327	-4.582	under-represented in TruSeq	0	2615
TruSeq vs BRB-seq	ENSG00000260456	C16orf95	5.777	2.698	-2.91	under-represented in TruSeq	0	974
TruSeq vs BRB-seq	ENSG00000261884		6.562	3.533	-2.859	under-represented in TruSeq	0	1202
TruSeq vs BRB-seq	ENSG00000266412	NCOA4	4.184	6.501	2.486	over-represented in TruSeq	0	3282
TruSeq vs BRB-seq	ENSG00000267228		5.658	1.591	-3.898	under-represented in TruSeq	0	1089
TruSeq vs BRB-seq	ENSG00000267303		6.796	2.076	-4.55	under-represented in TruSeq	0	1850
TruSeq vs BRB-seq	ENSG00000267368	UPK3BL1	7.809	5.466	-2.173	under-represented in TruSeq	0	1342
TruSeq vs BRB-seq	ENSG00000271383	NBPF19	1.36	4.334	3.143	over-represented in TruSeq	0	3273
TruSeq vs BRB-seq	ENSG00000271793		6.955	4.543	-2.242	under-represented in TruSeq	0	5348
TruSeq vs BRB-seq	ENSG00000272325	NUDT3	6.743	4.165	-2.409	under-represented in TruSeq	0	9900
